"week","postcode","latitude","longitude","population","y","x","warning.score","sim"
0,"M27 0DH",53.500614,-2.348956,67,5949.2682768,-71.6566651489804,0.103125,"end."
0,"ME194TL",51.272618,0.388987,8,5701.5151216,14.0876655261332,0.0344827586206897,"end."
0,"NE347PQ",54.971328,-1.406193,89,6112.8116736,-37.5266591211144,0,"end."
0,"NE625NX",55.16116,-1.605392,39,6133.920992,-42.0471513002422,0.0222222222222222,"end."
0,"NG9 3PE",52.954814,-1.281134,70,5888.5753168,-40.8854665238267,0,"end."
0,"NG9 6PS",52.90639,-1.258176,31,5883.190568,-40.3096059154803,0.016260162601626,"end."
0,"NW100HA",51.563862,-0.253699,80,5733.9014544,-9.00007815871724,0.0211800302571861,"end."
0,"NW5 2XL",51.552991,-0.137393,25,5732.6925992,-4.87787796012137,0.025,"end."
0,"OL120HQ",53.622918,-2.151514,42,5962.8684816,-64.9532670695509,0.106951871657754,"end."
0,"OX262XH",51.907599,-1.171805,15,5772.1250088,-40.5429968737355,0.0294117647058824,"end."
0,"PE251FP",53.160885,0.342833,33,5911.490412,10.7590014566738,0.225,"end."
0,"PE318NW",52.897867,0.635648,42,5882.2428104,20.3789139491778,0,"end."
0,"PO9 5PJ",50.871614,-0.968745,37,5656.9234768,-36.0696943847472,0.0388349514563107,"end."
0,"PR2 3XA",53.781785,-2.743271,33,5980.534492,-81.6903780739708,0.00952380952380952,"end."
0,"PR8 6QE",53.64012,-2.995398,112,5964.781344,-90.296482355105,0,"end."
0,"RG7 4LT",51.382126,-1.149968,22,5713.6924112,-41.3274687244683,0.0181818181818182,"end."
0,"S11 8PX",53.369552,-1.494698,111,5934.6941824,-46.1028889451727,0.00763358778625954,"end."
0,"S44 6RE",53.251839,-1.301271,33,5921.6044968,-40.5320837206031,0.0138888888888889,"end."
0,"SL0 9ES",51.504692,-0.511216,58,5727.3217504,-18.212621720656,0.00845070422535211,"end."
0,"SN128DT",51.383154,-2.147123,81,5713.8067248,-77.1575414752246,0.0147058823529412,"end."
0,"SP9 7GD",51.238058,-1.653777,86,5697.6720496,-60.0388601583577,0.0188679245283019,"end."
0,"SY112LL",52.861521,-3.033795,125,5878.2011352,-97.5473495765923,0,"end."
0,"SY131TE",52.962723,-2.688171,23,5889.4547976,-85.7342066059472,0.0344827586206897,"end."
0,"TA199ET",50.953962,-2.921925,31,5666.0805744,-108.183787129337,0.0555555555555556,"end."
0,"TN249JH",51.165241,0.881128,111,5689.5747992,32.1514665149236,0,"end."
0,"TS268QX",54.689272,-1.221243,17,6081.4470464,-33.4887913865455,0.229508196721311,"end."
0,"TW153DF",51.438375,-0.47903,122,5719.9473,-17.1468077111077,0.00294985250737463,"end."
0,"WA3 6BP",53.438766,-2.525132,1064,5942.3907792,-77.4345415633381,0,"end."
1,"B23 6GH",52.522142,-1.853017,94,5840.4621904,-61.1968638921732,0.128939828080229,"end."
1,"B29 6EL",52.438138,-1.930377,236,5831.1209456,-64.167691316766,0.136490250696379,"end."
1,"B91 1LX",52.414719,-1.796931,40,5828.5167528,-59.8397169199406,0.154761904761905,"end."
1,"BB1 4LL",53.769794,-2.414058,70,5979.2010928,-71.9618670664877,0.00819672131147541,"end."
1,"BB7 3LF",53.887621,-2.415481,41,5992.3034552,-71.2671672768482,0.0294117647058824,"end."
1,"BD163QL",53.853825,-1.812128,100,5988.54534,-53.6242957102975,0,"end."
1,"BH1 1HX",50.726059,-1.874013,85,5640.7377608,-70.4661901982302,0.0704225352112676,"end."
1,"BL8 1XU",53.604333,-2.305532,24,5960.8018296,-69.7138164539162,0.16,"end."
1,"BN1 2JH",50.822367,-0.153215,64,5651.4472104,-5.72382124256209,0.010989010989011,"end."
1,"BR5 3EZ",51.411206,0.105817,32,5716.9261072,3.79501752631359,0,"end."
1,"BS105FD",51.506302,-2.593771,56,5727.5007824,-92.3952606367653,0,"end."
1,"BS9 1SE",51.480342,-2.636864,61,5724.6140304,-94.1045579597875,0,"end."
1,"CM166BP",51.71149,0.159906,82,5750.317688,5.61257375993027,0.126050420168067,"end."
1,"CM8 1TX",51.802873,0.621078,143,5760.4794776,21.6545704118711,0.0588235294117647,"end."
1,"CO124BY",51.933917,1.271849,27,5775.0515704,43.9189010892503,0,"end."
1,"CR0 4HY",51.358131,-0.113795,76,5711.0241672,-4.09649983943693,0.0050251256281407,"end."
1,"CT3 2JH",51.282136,1.276661,39,5702.5735232,46.2050488670766,0.236363636363636,"end."
1,"CV100EG",52.532303,-1.464009,53,5841.5920936,-48.3114964416793,0.47196261682243,"end."
1,"CV116PL",52.509108,-1.440481,137,5839.0128096,-47.6208201360453,0.463963963963964,"end."
1,"CV6 6AB",52.456167,-1.490555,93,5833.1257704,-49.478643268598,0.334661354581673,"end."
1,"DA125DA",51.419214,0.380429,110,5717.8165968,13.6359440819126,0,"end."
1,"DL1 4DQ",54.515539,-1.539964,80,6062.1279368,-42.925105210565,0.0266666666666667,"end."
1,"DL6 2UA",54.36074,-1.416153,28,6044.914288,-40.0440008387136,0.0943396226415094,"end."
1,"DN110SH",53.469535,-1.072274,50,5945.812292,-32.7966317240977,0.0614035087719298,"end."
1,"DT2 8AT",50.713871,-2.338832,18,5639.3824552,-88.0162897601028,0.666666666666667,"end."
1,"E12 5PT",51.549625,0.058128,170,5732.3183,2.06422268915883,0.038109756097561,"end."
1,"HA4 7NF",51.576381,-0.437569,78,5735.2935672,-15.5089911545959,0.0142276422764228,"end."
1,"HD3 3EN",53.656299,-1.820828,98,5966.5804488,-54.8127829190562,0.0394736842105263,"end."
1,"IG102AD",51.652044,0.07845,105,5743.7072928,2.76542145532176,0.12289156626506,"end."
1,"IP9 1HU",51.990449,1.207558,106,5781.3379288,41.5244162356245,0,"end."
1,"LS124LN",53.792577,-1.593021,95,5981.7345624,-47.3931941754236,0.004739336492891,"end."
1,"M20 3FS",53.435924,-2.230459,53,5942.0747488,-68.414608102111,0.0286624203821656,"end."
1,"M32 9QE",53.453304,-2.324685,36,5944.0074048,-71.2004231881443,0.0447761194029851,"end."
1,"MK410RE",52.135447,-0.427933,105,5797.4617064,-14.5567136671051,0.25,"end."
1,"N15 4PL",51.583429,-0.06835,86,5736.0773048,-2.42133840235053,0.058898847631242,"end."
1,"PO130RD",50.822286,-1.180458,18,5651.4382032,-44.099909647332,0.0548780487804878,"end."
1,"PO7 5DE",50.856726,-1.046319,121,5655.2679312,-38.9974824565736,0.0333333333333333,"end."
1,"PO9 4RF",50.86799,-0.991392,92,5656.520488,-36.9220171559523,0.0384615384615385,"end."
1,"PR3 5JJ",53.80858,-2.72701,137,5983.514096,-81.0169458022521,0.00970873786407767,"end."
1,"RG127NQ",51.394421,-0.7549,123,5715.0596152,-27.1059382427016,0.0176470588235294,"end."
1,"RG278LT",51.318638,-0.914196,22,5706.6325456,-33.0018730411806,0.0277777777777778,"end."
1,"RG421RU",51.420441,-0.773364,25,5717.9530392,-27.7177342923263,0.0116279069767442,"end."
1,"RH1 3NG",51.263337,-0.142432,85,5700.4830744,-5.16171696711349,0.0347222222222222,"end."
1,"RH107HU",51.099237,-0.160315,77,5682.2351544,-5.87658490161008,0.0597014925373134,"end."
1,"RH7 6NG",51.163098,-0.014648,38,5689.3364976,-0.534570338303926,0.0606060606060606,"end."
1,"RM108HB",51.545217,0.157791,48,5731.8281304,5.60519403843524,0.0349794238683128,"end."
1,"S10 2HP",53.378958,-1.489446,59,5935.7401296,-45.9047229136517,0.0532544378698225,"end."
1,"S62 7PT",53.473364,-1.348457,60,5946.2380768,-41.2306401766694,0.049079754601227,"end."
1,"S64 8SS",53.481004,-1.308483,58,5947.0876448,-39.9825593543856,0.049079754601227,"end."
1,"SL3 0PB",51.478746,-0.511687,95,5724.4365552,-18.2631942980253,0.00995024875621891,"end."
1,"SP4 9QS",51.242553,-1.794951,27,5698.1718936,-65.1435589389547,0.0196078431372549,"end."
1,"SW6 7HD",51.481438,-0.208431,62,5724.7359056,-7.43791641183111,0.00395256916996047,"end."
1,"TA219HJ",50.986202,-3.200751,111,5669.6656624,-118.245754621062,0.0666666666666667,"end."
1,"TQ3 3UN",50.433319,-3.583121,67,5608.1850728,-137.380966319379,0.36734693877551,"end."
1,"TW2 7LS",51.451332,-0.358274,42,5721.3881184,-12.8125532359339,0.00675675675675676,"end."
1,"WA118BY",53.503935,-2.789526,17,5949.637572,-85.0726434569529,0.00602409638554217,"end."
1,"WS154TB",52.736983,-1.864263,60,5864.3525096,-60.5397010614562,0.0581395348837209,"end."
1,"YO7 3LX",54.154275,-1.416595,29,6021.95538,-40.8161273707519,0.024390243902439,"end."
2,"AL7 1DW",51.816414,-0.192926,69,5761.9852368,-6.71991145686681,0.0487804878048781,"end."
2,"B78 3PP",52.617571,-1.731242,55,5851.0738952,-56.7510946465864,0.184357541899441,"end."
2,"B8  3HP",52.489242,-1.841698,164,5836.8037104,-60.9785086525603,0.128504672897196,"end."
2,"BA5 3QX",51.197499,-2.584467,15,5693.1618888,-94.0929173810697,0.0333333333333333,"end."
2,"BN112BQ",50.812041,-0.35956,59,5650.2989592,-13.4418753439491,0.0103092783505155,"end."
2,"BS130LX",51.406391,-2.59653,26,5716.3906792,-93.1536705249062,0,"end."
2,"BS215HP",51.424637,-2.859712,30,5718.4196344,-102.462915566816,0,"end."
2,"BS8 2JN",51.464017,-2.616038,80,5722.7986904,-93.4700049875745,0,"end."
2,"CH421PQ",53.370075,-3.003596,44,5934.75234,-92.6397109704968,0,"end."
2,"CM1 1TF",51.736189,0.462247,57,5753.0642168,16.1953879132971,0.0689655172413793,"end."
2,"CO8 5DE",51.97263,0.769759,42,5779.356456,26.5048291544765,0.0208333333333333,"end."
2,"CV100EX",52.538867,-1.468205,95,5842.3220104,-48.4252301496169,0.480952380952381,"end."
2,"CV116PL",52.509108,-1.440481,137,5839.0128096,-47.6208201360453,0.47085201793722,"end."
2,"DA9 9BN",51.448022,0.264543,14,5721.0200464,9.46278412305515,0,"end."
2,"DL149DN",54.636845,-1.712285,54,6075.617164,-47.1878395631886,0.144927536231884,"end."
2,"DN320BS",53.552312,-0.087304,112,5955.0170944,-2.65160843222812,0.366336633663366,"end."
2,"DN329SJ",53.557693,-0.066981,105,5955.6154616,-2.03342388717676,0.352380952380952,"end."
2,"DT4 0TF",50.621891,-2.479742,62,5629.1542792,-93.8956300980754,0.746031746031746,"end."
2,"DY2 7HE",52.507487,-2.069306,33,5838.8325544,-68.417734227808,0.0771349862258953,"end."
2,"E3  5JY",51.53403,-0.032463,46,5730.584136,-1.15410466951627,0.0204545454545455,"end."
2,"GL127DR",51.640659,-2.357014,27,5742.4412808,-83.1549042778762,0,"end."
2,"GU220AH",51.308193,-0.563188,64,5705.4710616,-20.3456666494501,0.0261437908496732,"end."
2,"HA2 6DD",51.586477,-0.360892,55,5736.4162424,-12.7820064527691,0.0172413793103448,"end."
2,"HU8 0LH",53.768321,-0.299484,16,5979.0372952,-8.92861100014673,0.0120481927710843,"end."
2,"L23 7XH",53.495028,-3.032337,39,5948.6471136,-92.5474867949715,0,"end."
2,"LE1 2GY",52.64173,-1.120947,136,5853.760376,-36.6757322100178,0.0636942675159236,"end."
2,"LE4 8GE",52.681581,-1.090932,61,5858.1918072,-35.5820123082216,0.0378787878787879,"end."
2,"LE7 9EX",52.582571,-0.894989,18,5847.1818952,-29.4186735501607,0.1,"end."
2,"LN2 1BB",53.243925,-0.529259,70,5920.72446,-16.4962027042615,0.0317460317460317,"end."
2,"LU1 3RZ",51.872274,-0.417095,81,5768.1968688,-14.4685920776978,0.0395480225988701,"end."
2,"LU5 4QL",51.891447,-0.505315,77,5770.3289064,-17.5041141663091,0.0481927710843374,"end."
2,"M40 0GN",53.514151,-2.177636,35,5950.7735912,-66.354238510535,0.172093023255814,"end."
2,"M6  8PY",53.494563,-2.320719,9,5948.5954056,-70.8315622089685,0.127610208816705,"end."
2,"M7  4ZU",53.504536,-2.246707,158,5949.7044032,-68.5147117231208,0.154897494305239,"end."
2,"MK452BJ",52.027699,-0.475457,143,5785.4801288,-16.3043193729887,0.0679611650485437,"end."
2,"NE209EJ",55.045826,-1.744326,122,6121.0958512,-46.211237625506,0.0393700787401575,"end."
2,"NG179FJ",53.081263,-1.255637,55,5902.6364456,-39.6628615681902,0.00689655172413793,"end."
2,"NG334NG",52.811426,-0.513986,113,5872.6305712,-16.5927108735415,0.1,"end."
2,"NN5 6JW",52.245526,-0.946032,112,5809.7024912,-31.9139984049711,0.03125,"end."
2,"NW119SJ",51.575643,-0.206479,86,5735.2115016,-7.31873331721352,0.0282352941176471,"end."
2,"OX7 6BZ",51.864788,-1.566996,27,5767.3644256,-54.3874118722088,0.375,"end."
2,"PE203PG",52.954578,-0.188757,31,5888.5490736,-6.02401069373525,0,"end."
2,"RH122BW",51.074115,-0.327628,28,5679.441588,-12.0305714414381,0.04,"end."
2,"S36 7JJ",53.539674,-1.605922,63,5953.6117488,-48.8277354793196,0.0632911392405063,"end."
2,"S7  1NF",53.364966,-1.48587,66,5934.1842192,-45.8481883993872,0.0561797752808989,"end."
2,"S7  2LY",53.341073,-1.507139,117,5931.5273176,-46.5974282618907,0.0487804878048781,"end."
2,"S70 3DJ",53.539656,-1.448811,91,5953.6097472,-44.0508745270789,0.0467836257309941,"end."
2,"SG4 8UT",51.84833,-0.236546,71,5765.534296,-8.21999432414151,0.0463576158940397,"end."
2,"SK237PH",53.348975,-1.991639,48,5932.40602,-61.5364786959764,0.0625,"end."
2,"ST2 9NE",53.015731,-2.152386,83,5895.3492872,-68.3525662606887,0,"end."
2,"SW164QJ",51.408016,-0.136445,11,5716.5713792,-4.8945662880848,0,"end."
2,"TQ138HQ",50.675144,-3.856895,10,5635.0760128,-145.522560828294,0.037037037037037,"end."
2,"TQ6 9QH",50.351761,-3.581952,17,5599.1158232,-138.072788157477,0.566666666666667,"end."
2,"TW9 2EA",51.470646,-0.2896,128,5723.5358352,-10.3424081854628,0.00534045393858478,"end."
2,"UB6 9HP",51.527348,-0.361186,55,5729.8410976,-12.8468082158994,0.00815217391304348,"end."
2,"UB8 2NF",51.539048,-0.480881,36,5731.1421376,-17.0898420927661,0.00972762645914397,"end."
2,"UB9 5LL",51.586195,-0.505494,103,5736.384884,-17.9038566006035,0.0199556541019956,"end."
2,"WF129NJ",53.682596,-1.630979,79,5969.5046752,-48.9867541357228,0.0285714285714286,"end."
2,"WF160AD",53.708431,-1.669157,71,5972.3775272,-50.0218524589172,0.0196850393700787,"end."
2,"WV5 9BB",52.543501,-2.191174,54,5842.8373112,-72.2445745174419,0.0627450980392157,"end."
3,"B19 1QX",52.500462,-1.910716,253,5838.0513744,-63.2086907865745,0.084051724137931,"end."
3,"B30 1LZ",52.424517,-1.944428,170,5829.6062904,-64.7026754514443,0.0826666666666667,"end."
3,"BA1 6NX",51.40128,-2.347599,131,5715.822336,-84.2534868477401,0,"end."
3,"BA147PQ",51.337709,-2.196646,93,5708.7532408,-79.1909857424655,0.0126582278481013,"end."
3,"BH257HQ",50.737305,-1.663403,52,5641.988316,-62.4995722924322,0,"end."
3,"BL3 3AP",53.5608,-2.436681,125,5955.96096,-73.953724110117,0.143589743589744,"end."
3,"BN3 6AZ",50.835071,-0.167853,35,5652.8598952,-6.26527152075963,0,"end."
3,"BR2 7HU",51.3808,0.004358,70,5713.54496,0.156632191584544,0,"end."
3,"CH3 7NL",53.174649,-2.812969,48,5913.0209688,-88.1785470916129,0,"end."
3,"CM5 0AA",51.710728,0.24419,94,5750.2329536,8.57134976885519,0.155737704918033,"end."
3,"CT110AG",51.333125,1.404174,79,5708.2435,50.638048303674,0.225,"end."
3,"CT187FA",51.115796,1.16126,149,5684.0765152,42.5189240499727,0.032258064516129,"end."
3,"DE757HR",53.010002,-1.334111,149,5894.7122224,-42.3865778358869,0,"end."
3,"DL5 4XD",54.639091,-1.579768,57,6075.8669192,-43.5266452351703,0.189655172413793,"end."
3,"DN2 5NT",53.53467,-1.097225,10,5953.055304,-33.3750974939598,0.032,"end."
3,"E11 3BS",51.566389,0.016622,127,5734.1824568,0.589565425204405,0.0608407079646018,"end."
3,"E16 1PR",51.514045,0.021155,100,5728.361804,0.753166003013169,0.0127551020408163,"end."
3,"GU248QA",51.352341,-0.599122,35,5710.3803192,-21.5765790730905,0.015,"end."
3,"HP5 3PQ",51.730378,-0.593476,46,5752.4180336,-20.801951450767,0.05,"end."
3,"KT3 3QQ",51.400618,-0.260073,120,5715.7487216,-9.33425389294525,0.00170940170940171,"end."
3,"LU6 3BP",51.877414,-0.517682,62,5768.7684368,-17.9510567387975,0.0604395604395604,"end."
3,"M18 7PA",53.455275,-2.178338,106,5944.22658,-66.7070174908385,0.0650602409638554,"end."
3,"ME194EP",51.269787,0.40907,51,5701.2003144,14.817939609069,0.0392156862745098,"end."
3,"ME196AY",51.281181,0.448127,107,5702.4673272,16.219746830638,0.04,"end."
3,"N17 0SS",51.6032,-0.054417,89,5738.27584,-1.92501303570832,0.0791618160651921,"end."
3,"NE127JB",55.019151,-1.570487,44,6118.1295912,-41.7151666393786,0.0285714285714286,"end."
3,"NE403ED",54.967395,-1.749057,42,6112.374324,-46.6945152708488,0.00546448087431694,"end."
3,"NG7 1JY",52.94866,-1.169985,113,5887.890992,-37.3568474364232,0,"end."
3,"NW1 8DB",51.543281,-0.146572,79,5731.6128472,-5.20738520232756,0.0221579961464355,"end."
3,"NW6 1EX",51.553601,-0.202423,17,5732.7604312,-7.18633035640228,0.024703557312253,"end."
3,"OL2 5EJ",53.561788,-2.137813,78,5956.0708256,-64.8775639475176,0.182038834951456,"end."
3,"OL9 7BF",53.53312,-2.140737,169,5952.882944,-65.1249438933712,0.190156599552573,"end."
3,"OX173LA",52.021054,-1.306599,52,5784.7412048,-44.8279439348192,0.1,"end."
3,"PL305LY",50.466906,-4.799798,58,5611.9199472,-183.623045202794,0.08,"end."
3,"PO1 5EJ",50.799422,-1.071751,85,5648.8957264,-40.1008171832029,0.0224719101123595,"end."
3,"PO200FB",50.740467,-0.782553,93,5642.3399304,-29.3968553843056,0,"end."
3,"RM3 9NX",51.608709,0.229965,71,5738.8884408,8.13183350166265,0.10161662817552,"end."
3,"SG188BP",52.081557,-0.26538,163,5791.4691384,-9.06383740806417,0.280701754385965,"end."
3,"SK7 3EX",53.379992,-2.162555,46,5935.8551104,-66.6441674539797,0.0387596899224806,"end."
3,"SL4 1QN",51.485876,-0.607375,6,5725.2294112,-21.6674799527781,0.0116618075801749,"end."
3,"SS1 2XA",51.533662,0.733876,61,5730.5432144,26.0909971861654,0,"end."
3,"SS7 3XY",51.558646,0.599389,41,5733.3214352,21.2715378672829,0.00757575757575758,"end."
3,"ST138AA",53.106642,-2.029684,20,5905.4585904,-63.9806003045353,0.0619469026548673,"end."
3,"ST2 7HX",53.055747,-2.14077,70,5899.7990664,-67.7630311640526,0.016,"end."
3,"SW184BP",51.454104,-0.194507,165,5721.6963648,-6.95456482724096,0.00122100122100122,"end."
3,"SW208RN",51.411963,-0.222048,23,5717.0102856,-7.96309484984987,0.00149476831091181,"end."
3,"SY3 9ET",52.69231,-2.761232,57,5859.384872,-89.9846712435474,0,"end."
3,"TN163TJ",51.312089,0.031768,158,5705.9042968,1.14733264961789,0.0154440154440154,"end."
3,"TN2 3UJ",51.152802,0.287982,83,5688.1915824,10.5172637947878,0.0555555555555556,"end."
3,"TN343JH",50.861318,0.589877,66,5655.7785616,21.9785191270665,0.0958904109589041,"end."
3,"TR152DP",50.238347,-5.217044,69,5586.5041864,-202.59102894932,0,"end."
3,"TS7 8LZ",54.526783,-1.1975,75,6063.3782696,-33.3442013251784,0.0666666666666667,"end."
3,"W4  2PR",51.487879,-0.247241,41,5725.4521448,-8.81880853423994,0.00794551645856981,"end."
3,"WD3 3AU",51.645088,-0.444228,212,5742.9337856,-15.667246142814,0.0349127182044888,"end."
3,"WF128LD",53.682725,-1.614838,63,5969.51902,-48.5014172430146,0.0294117647058824,"end."
3,"WF8 2BQ",53.684474,-1.298811,58,5969.7135088,-39.0037160672049,0.0263157894736842,"end."
3,"WN7 1EZ",53.5007,-2.51432,79,5949.27784,-76.7006592581005,0.0607594936708861,"end."
3,"WV5 8EN",52.538462,-2.194278,77,5842.2769744,-72.3752920330302,0.0491228070175439,"end."
4,"B18 5PN",52.492624,-1.917384,26,5837.1797888,-63.4678318168532,0.0705645161290323,"end."
4,"B91 2PR",52.41432,-1.765882,72,5828.472384,-58.8075586530288,0.102094240837696,"end."
4,"B97 5LL",52.274068,-1.947737,137,5812.8763616,-65.5637356152959,0.0105263157894737,"end."
4,"BB185TP",53.904398,-2.16999,14,5994.1690576,-63.9297865535136,0.0303030303030303,"end."
4,"BB2 3EQ",53.733127,-2.475711,66,5975.1237224,-74.0346968388959,0.0114942528735632,"end."
4,"BB4 6EH",53.692696,-2.298479,71,5970.6277952,-68.9751719869607,0.0451977401129944,"end."
4,"BD208BY",53.897194,-1.994226,46,5993.3679728,-58.7888527013054,0.0235294117647059,"end."
4,"BN158EG",50.82487,-0.316941,59,5651.725544,-11.8383055338849,0.00806451612903226,"end."
4,"BS105SX",51.504541,-2.593575,71,5727.3049592,-92.3999053853855,0,"end."
4,"CM1 1TF",51.736189,0.462247,57,5753.0642168,16.1953879132971,0.0828402366863905,"end."
4,"CM194NG",51.755395,0.085525,76,5755.199924,2.99228318439297,0.120833333333333,"end."
4,"CR2 7DG",51.361437,-0.094152,110,5711.3917944,-3.38858115732525,0.00404040404040404,"end."
4,"CT4 6TR",51.151739,1.113374,39,5688.0733768,40.6640455242679,0.0232558139534884,"end."
4,"CV370LD",52.23325,-1.685437,19,5808.3374,-56.9104983642384,0.0422535211267606,"end."
4,"DE128NG",52.759624,-1.676238,133,5866.8701888,-54.3362661664913,0.010752688172043,"end."
4,"DH4 5BA",54.843327,-1.474985,28,6098.5779624,-39.8548302058731,0.0670391061452514,"end."
4,"DL9 3JF",54.378182,-1.723147,69,6046.8538384,-48.646633599319,0.114285714285714,"end."
4,"DN358DA",53.55778,-0.031496,78,5955.625136,-0.956155391379218,0.330275229357798,"end."
4,"DY3 3NJ",52.536764,-2.132668,50,5842.0881568,-70.3524628440467,0.0476190476190476,"end."
4,"E13 9BZ",51.531198,0.036619,156,5730.2692176,1.30212028708165,0.0185614849187935,"end."
4,"E4  7SG",51.626189,-0.017166,113,5740.8322168,-0.606245451661166,0.089171974522293,"end."
4,"EN5 3JJ",51.642333,-0.238951,82,5742.6274296,-8.42911616569266,0.0749235474006116,"end."
4,"EN7 5DZ",51.703324,-0.054101,78,5749.4096288,-1.9000286636629,0.142487046632124,"end."
4,"EX1 2BU",50.72642,-3.520225,103,5640.777904,-132.363447658006,0,"end."
4,"GU9 0HY",51.233802,-0.802353,33,5697.1987824,-29.1373647630476,0.0408163265306122,"end."
4,"HA3 9AB",51.59075,-0.306588,102,5736.8914,-10.8553401971927,0.0373493975903614,"end."
4,"HA7 4JB",51.615159,-0.306879,13,5739.6056808,-10.8465600859085,0.0454545454545455,"end."
4,"HP1 2JU",51.751254,-0.50082,70,5754.7394448,-17.527596500984,0.0439024390243902,"end."
4,"HP136DF",51.637293,-0.736426,139,5742.0669816,-25.987254557617,0.0347826086956522,"end."
4,"IG6 2BG",51.589647,0.079772,106,5736.7687464,2.82470585068879,0.075,"end."
4,"IP138HJ",52.289458,1.356585,29,5814.5877296,45.6112013673599,0,"end."
4,"LN8 5QG",53.275819,-0.235617,50,5924.2710728,-7.32443869721024,0.0943396226415094,"end."
4,"LU3 3JQ",51.923743,-0.470882,34,5773.9202216,-16.2725163990152,0.0705882352941176,"end."
4,"M12 6DB",53.471598,-2.221252,47,5946.0416976,-67.9274968560419,0.082815734989648,"end."
4,"M8  4WD",53.526667,-2.246112,43,5952.1653704,-68.3680976868953,0.154142581888247,"end."
4,"ME160SZ",51.271092,0.486832,110,5701.3454304,17.6331358313558,0.0215827338129496,"end."
4,"N22 5EB",51.600973,-0.097511,91,5738.0281976,-3.45002575844259,0.0724789915966387,"end."
4,"NE3 2FG",55.010804,-1.675341,87,6117.2014048,-44.5367815578962,0.0204081632653061,"end."
4,"NE349RE",54.96805,-1.454726,27,6112.44716,-38.8342848999873,0,"end."
4,"NG174JU",53.131498,-1.248955,37,5908.2225776,-39.2901053923023,0,"end."
4,"NN2 8QS",52.276413,-0.890496,141,5813.1371256,-29.9700766152337,0,"end."
4,"NR128JE",52.707005,1.428968,19,5861.018956,46.5141049189871,0,"end."
4,"NR305AF",52.646384,1.726574,94,5854.2779008,56.4703162273657,0,"end."
4,"NW3 6PE",51.552388,-0.176262,59,5732.6255456,-6.25811877731985,0.0286241920590951,"end."
4,"OL5 9LE",53.513345,-2.027377,11,5950.683964,-61.7799546678604,0.148051948051948,"end."
